age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
38;technician;divorced;secondary;no;410;no;no;cellular;11;aug;63;6;-1;0;unknown;no
20;student;single;secondary;no;1191;no;no;cellular;12;feb;274;1;-1;0;unknown;no
59;retired;married;primary;no;-47;yes;no;cellular;27;aug;84;4;-1;0;unknown;no
34;technician;married;tertiary;no;197;no;no;cellular;20;aug;78;3;-1;0;unknown;yes
36;blue-collar;married;unknown;no;6;no;no;unknown;20;jun;41;7;-1;0;unknown;no
53;admin.;single;secondary;no;2398;yes;no;cellular;2;aug;317;1;180;2;failure;yes
51;management;married;tertiary;no;630;yes;no;cellular;5;may;138;1;-1;0;unknown;no
58;retired;married;secondary;no;235;no;no;cellular;27;aug;88;4;-1;0;unknown;no
48;management;married;primary;no;1910;yes;no;unknown;29;may;413;2;-1;0;unknown;no
56;management;married;tertiary;no;3172;yes;no;cellular;5;feb;139;1;-1;0;unknown;no
51;blue-collar;married;primary;no;872;no;no;cellular;8;aug;82;2;-1;0;unknown;no
35;blue-collar;married;secondary;no;407;yes;no;cellular;20;apr;12;6;-1;0;unknown;no
40;admin.;single;secondary;no;100;yes;no;cellular;11;aug;221;1;461;1;success;yes
59;housemaid;married;secondary;no;345;no;no;unknown;9;jun;38;1;-1;0;unknown;no
44;management;divorced;tertiary;no;2058;no;yes;cellular;21;nov;661;1;-1;0;unknown;no
49;housemaid;married;primary;no;889;no;no;telephone;7;jul;388;1;-1;0;unknown;yes
35;admin.;married;tertiary;no;0;yes;no;cellular;28;jul;151;7;-1;0;unknown;no
41;management;married;tertiary;no;51;no;no;cellular;25;aug;140;8;-1;0;unknown;no
55;retired;married;primary;no;150;no;no;cellular;8;jul;124;1;-1;0;unknown;no
51;self-employed;married;secondary;yes;34;no;yes;cellular;7;jul;200;1;-1;0;unknown;no
27;services;single;secondary;no;795;no;no;cellular;6;feb;101;3;-1;0;unknown;no
57;blue-collar;married;primary;no;282;no;yes;cellular;7;jul;261;12;-1;0;unknown;no
51;management;single;tertiary;no;2139;no;no;cellular;17;nov;176;2;-1;0;unknown;no
38;management;married;tertiary;no;-469;yes;no;unknown;16;jun;209;12;-1;0;unknown;no
49;admin.;married;secondary;no;197;yes;no;cellular;13;apr;223;1;182;2;failure;yes
40;technician;single;tertiary;no;825;yes;no;cellular;20;apr;38;1;335;1;other;no
47;housemaid;single;tertiary;no;3232;no;no;telephone;6;oct;541;1;204;3;failure;no
48;management;divorced;secondary;no;1598;yes;no;unknown;29;may;84;1;-1;0;unknown;no
47;services;married;tertiary;no;871;no;no;cellular;22;aug;602;9;-1;0;unknown;no
56;services;married;secondary;no;83;no;no;cellular;27;aug;26;11;-1;0;unknown;no
29;management;single;tertiary;no;1445;no;no;cellular;26;apr;328;2;143;2;success;yes
38;technician;married;secondary;no;226;yes;no;unknown;30;may;762;3;-1;0;unknown;yes
32;management;married;tertiary;no;-55;yes;no;cellular;26;aug;107;4;-1;0;unknown;no
42;admin.;single;secondary;no;243;yes;no;unknown;14;may;46;5;-1;0;unknown;no
30;blue-collar;married;primary;no;-336;no;no;cellular;10;jul;128;6;-1;0;unknown;no
26;admin.;single;tertiary;no;3672;yes;no;unknown;29;may;360;5;-1;0;unknown;no
35;technician;married;secondary;no;0;yes;no;cellular;9;nov;524;1;96;5;success;yes
35;technician;married;secondary;no;251;yes;yes;unknown;1;jul;128;3;-1;0;unknown;no
35;self-employed;single;tertiary;no;44;no;no;cellular;7;sep;310;2;96;2;other;no
57;blue-collar;married;secondary;no;2887;no;no;cellular;21;aug;819;10;-1;0;unknown;yes
29;admin.;single;secondary;no;1992;no;no;cellular;8;jul;202;1;87;2;failure;no
32;blue-collar;single;secondary;no;2;no;no;unknown;9;may;144;2;-1;0;unknown;no
45;technician;married;secondary;no;1415;yes;no;cellular;24;jul;311;1;-1;0;unknown;no
51;management;single;tertiary;no;297;yes;no;cellular;15;may;415;4;375;1;failure;yes
31;technician;single;secondary;no;1094;yes;no;unknown;12;jun;93;8;-1;0;unknown;no
50;self-employed;married;unknown;no;-84;yes;no;unknown;6;may;101;1;-1;0;unknown;no
38;blue-collar;single;secondary;no;-1;yes;no;unknown;7;may;72;1;-1;0;unknown;no
37;management;married;tertiary;no;347;yes;no;cellular;22;jul;282;1;-1;0;unknown;no
35;management;married;tertiary;no;1253;yes;no;unknown;19;may;210;2;-1;0;unknown;no
37;unemployed;married;unknown;no;4565;no;no;cellular;4;sep;369;1;-1;0;unknown;no
28;management;single;tertiary;no;781;no;no;cellular;9;apr;125;6;-1;0;unknown;no
38;management;married;tertiary;no;7124;no;no;unknown;16;jun;301;6;-1;0;unknown;no
43;management;married;secondary;no;17555;no;no;cellular;26;aug;14;14;-1;0;unknown;no
43;management;married;unknown;no;5172;yes;no;unknown;29;may;57;3;-1;0;unknown;no
56;management;married;tertiary;no;15520;no;no;cellular;18;nov;420;1;-1;0;unknown;no
32;technician;single;tertiary;no;13711;yes;no;cellular;14;may;638;1;175;3;success;no
58;management;divorced;tertiary;no;1533;no;no;unknown;15;may;137;2;-1;0;unknown;no
47;management;married;tertiary;no;286;no;no;cellular;22;aug;557;7;-1;0;unknown;no
31;blue-collar;single;secondary;no;-219;yes;no;unknown;30;may;66;2;-1;0;unknown;no
38;management;married;tertiary;no;0;yes;no;unknown;20;may;206;1;-1;0;unknown;no
50;blue-collar;married;secondary;no;810;yes;no;unknown;14;may;19;14;-1;0;unknown;no
32;blue-collar;married;secondary;no;300;no;no;cellular;6;feb;166;2;-1;0;unknown;no
37;services;single;secondary;no;1175;yes;no;cellular;15;may;102;1;333;2;failure;no
39;management;married;tertiary;no;0;yes;no;unknown;2;jun;46;2;-1;0;unknown;no
40;services;married;secondary;no;113;yes;no;unknown;4;jun;126;1;-1;0;unknown;no
41;blue-collar;married;secondary;no;641;yes;no;unknown;13;may;161;1;-1;0;unknown;no
45;technician;married;secondary;no;1477;yes;no;cellular;8;jul;355;1;-1;0;unknown;no
31;admin.;married;secondary;no;0;yes;no;unknown;14;may;40;2;-1;0;unknown;no
54;services;married;primary;no;8;yes;no;cellular;14;may;143;1;-1;0;unknown;no
39;admin.;divorced;secondary;no;399;yes;yes;cellular;14;aug;133;2;-1;0;unknown;no
56;admin.;divorced;secondary;yes;-435;yes;yes;unknown;9;may;185;2;-1;0;unknown;no
35;admin.;single;secondary;no;2830;no;no;unknown;20;jun;22;12;-1;0;unknown;no
34;management;married;secondary;no;15;no;no;cellular;25;aug;184;7;-1;0;unknown;no
31;technician;single;secondary;no;125;no;no;cellular;22;aug;78;2;-1;0;unknown;no
38;technician;married;tertiary;no;45;no;no;cellular;22;jul;125;4;-1;0;unknown;no
41;technician;married;tertiary;no;13;no;no;unknown;5;jun;189;2;-1;0;unknown;no
44;entrepreneur;married;tertiary;no;0;yes;no;unknown;9;jul;300;1;-1;0;unknown;no
49;blue-collar;married;secondary;no;579;yes;no;unknown;28;may;396;1;-1;0;unknown;no
30;services;single;secondary;no;432;yes;no;unknown;20;may;340;3;-1;0;unknown;no
31;services;single;secondary;no;1987;yes;no;telephone;20;nov;55;2;-1;0;unknown;no
34;management;married;secondary;no;857;yes;no;cellular;22;aug;238;6;-1;0;unknown;no
70;retired;married;tertiary;no;15834;no;no;cellular;5;apr;172;3;186;1;failure;no
45;management;married;tertiary;no;3370;no;no;unknown;12;jun;36;3;-1;0;unknown;no
31;management;married;tertiary;no;6290;no;no;cellular;20;nov;303;2;-1;0;unknown;no
57;admin.;married;secondary;no;808;no;no;cellular;14;jul;417;3;-1;0;unknown;no
40;services;married;unknown;no;4075;yes;no;unknown;16;jun;162;3;-1;0;unknown;no
28;blue-collar;married;secondary;no;373;yes;no;cellular;14;may;10;9;344;1;failure;no
44;admin.;single;secondary;no;-101;yes;no;cellular;10;jul;99;1;-1;0;unknown;no
49;services;divorced;secondary;no;3250;no;no;unknown;16;jun;32;3;-1;0;unknown;no
46;management;married;tertiary;no;1375;yes;no;cellular;17;nov;308;3;-1;0;unknown;no
34;management;married;tertiary;no;180;no;no;cellular;16;jun;298;3;-1;0;unknown;no
58;technician;married;secondary;no;175;no;no;cellular;12;aug;92;4;-1;0;unknown;no
52;services;married;secondary;no;381;no;yes;cellular;25;aug;288;12;-1;0;unknown;no
27;blue-collar;married;secondary;no;2171;yes;no;cellular;16;apr;130;1;323;1;other;no
48;technician;married;secondary;no;340;yes;no;cellular;28;jan;255;2;-1;0;unknown;no
33;technician;divorced;secondary;yes;10;yes;yes;cellular;18;nov;167;5;-1;0;unknown;no
46;admin.;married;secondary;no;4958;yes;no;cellular;17;nov;64;3;150;5;other;no
51;housemaid;married;unknown;no;21244;no;yes;cellular;4;aug;166;2;-1;0;unknown;no
31;management;married;tertiary;no;156;no;no;cellular;13;aug;657;7;-1;0;unknown;yes
35;technician;divorced;secondary;no;473;yes;yes;unknown;26;may;434;4;-1;0;unknown;no
37;admin.;single;secondary;no;781;no;no;cellular;20;aug;75;1;-1;0;unknown;no
60;entrepreneur;married;primary;no;0;no;no;telephone;23;jul;40;1;-1;0;unknown;no
40;technician;married;secondary;no;1819;no;no;cellular;5;jun;398;2;-1;0;unknown;no
50;management;married;tertiary;no;4374;yes;no;cellular;21;nov;163;2;113;3;failure;no
34;entrepreneur;married;secondary;no;456;yes;yes;cellular;28;aug;137;8;-1;0;unknown;no
32;technician;married;secondary;no;253;yes;no;unknown;4;jun;257;3;-1;0;unknown;no
36;services;single;secondary;no;774;yes;no;cellular;3;feb;231;2;259;1;failure;no
32;admin.;single;tertiary;no;-59;no;yes;unknown;4;jul;192;1;-1;0;unknown;no
40;services;divorced;secondary;no;-81;no;yes;cellular;23;jul;186;1;-1;0;unknown;no
37;blue-collar;married;primary;no;0;yes;no;cellular;6;may;226;1;363;3;other;no
57;management;married;tertiary;no;0;yes;no;cellular;21;nov;67;1;-1;0;unknown;no
46;management;married;tertiary;no;-3;no;no;cellular;28;aug;205;2;-1;0;unknown;no
31;blue-collar;single;primary;no;2488;yes;no;cellular;20;apr;14;1;-1;0;unknown;no
39;technician;divorced;tertiary;yes;3;no;no;cellular;6;may;488;1;-1;0;unknown;yes
35;management;married;secondary;no;839;yes;no;unknown;23;may;50;3;-1;0;unknown;no
32;blue-collar;married;primary;no;103;no;no;cellular;23;jul;312;1;-1;0;unknown;no
44;technician;divorced;secondary;no;316;yes;no;cellular;21;jul;163;3;-1;0;unknown;no
41;technician;single;secondary;no;1680;yes;no;unknown;2;jun;76;2;-1;0;unknown;no
59;retired;divorced;primary;no;7179;no;no;cellular;5;feb;150;1;-1;0;unknown;no
39;services;married;secondary;no;247;yes;no;cellular;17;apr;244;2;-1;0;unknown;no
54;management;married;tertiary;no;8295;no;no;cellular;5;jun;207;1;-1;0;unknown;yes
27;services;single;secondary;no;261;yes;yes;cellular;18;may;113;1;-1;0;unknown;no
51;self-employed;married;secondary;no;95;yes;no;cellular;23;jul;1309;4;-1;0;unknown;yes
33;technician;single;secondary;no;291;no;no;cellular;25;aug;72;6;-1;0;unknown;no
38;blue-collar;married;primary;no;2240;yes;no;cellular;19;nov;551;1;183;1;failure;no
52;entrepreneur;married;tertiary;no;0;no;no;unknown;19;jun;163;3;-1;0;unknown;no
54;management;divorced;tertiary;no;1295;yes;no;cellular;21;jul;179;10;-1;0;unknown;no
33;blue-collar;married;primary;no;324;yes;no;cellular;13;may;217;2;-1;0;unknown;no
50;technician;married;secondary;no;669;yes;no;unknown;2;jun;88;1;-1;0;unknown;no
39;blue-collar;single;secondary;no;4143;yes;yes;unknown;2;jun;21;1;-1;0;unknown;no
34;management;single;tertiary;no;2646;no;no;cellular;14;apr;142;1;-1;0;unknown;yes
41;technician;single;secondary;no;618;no;no;cellular;5;feb;1056;1;-1;0;unknown;no
48;management;divorced;tertiary;no;541;yes;no;cellular;14;may;72;1;363;2;other;no
38;services;married;secondary;no;434;yes;no;unknown;20;may;411;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;622;yes;no;unknown;21;may;145;1;-1;0;unknown;no
32;blue-collar;married;secondary;no;0;yes;no;cellular;8;may;80;2;-1;0;unknown;no
48;management;married;secondary;no;99;yes;no;unknown;28;may;344;1;-1;0;unknown;no
28;services;single;secondary;no;290;yes;no;cellular;18;may;128;1;-1;0;unknown;no
47;blue-collar;married;secondary;no;1230;yes;no;cellular;30;apr;412;1;169;1;success;yes
32;admin.;single;secondary;no;45;yes;yes;cellular;14;may;908;3;344;7;other;no
32;admin.;married;secondary;no;923;yes;no;cellular;17;apr;819;4;-1;0;unknown;no
38;management;married;tertiary;no;950;no;no;cellular;5;aug;210;2;-1;0;unknown;no
86;retired;married;secondary;no;1503;no;no;telephone;18;mar;165;3;101;1;other;no
47;technician;married;secondary;no;65;no;no;cellular;28;aug;118;8;-1;0;unknown;no
42;management;married;primary;no;-679;yes;yes;cellular;6;may;159;1;343;2;failure;no
44;management;married;tertiary;no;773;no;yes;cellular;9;jul;618;1;-1;0;unknown;no
25;student;single;unknown;no;10788;no;no;cellular;23;dec;102;2;210;2;other;no
34;services;divorced;secondary;no;991;yes;no;cellular;6;may;89;1;344;1;failure;no
34;admin.;married;secondary;no;247;no;no;cellular;8;oct;401;2;-1;0;unknown;yes
53;blue-collar;married;primary;no;4143;no;no;cellular;15;jul;200;3;-1;0;unknown;no
42;blue-collar;married;unknown;no;-406;yes;no;cellular;30;jul;152;5;-1;0;unknown;no
30;blue-collar;single;secondary;no;180;no;no;cellular;14;jul;203;1;183;2;failure;no
26;blue-collar;single;primary;no;-887;yes;no;cellular;18;may;827;2;-1;0;unknown;yes
40;services;married;secondary;no;4157;yes;no;unknown;15;may;735;1;-1;0;unknown;no
34;technician;single;secondary;no;1386;yes;yes;unknown;28;may;185;6;-1;0;unknown;no
34;services;married;secondary;no;2211;no;no;unknown;8;may;149;1;-1;0;unknown;no
40;management;married;tertiary;no;-495;no;yes;cellular;29;jul;303;2;-1;0;unknown;no
36;management;married;tertiary;no;27359;yes;no;unknown;3;jun;71;2;-1;0;unknown;no
34;technician;single;secondary;no;440;yes;no;cellular;6;may;445;2;345;2;failure;no
32;blue-collar;single;secondary;no;135;yes;no;cellular;18;may;232;2;-1;0;unknown;no
39;technician;married;secondary;no;-735;yes;no;cellular;30;jan;144;5;248;2;failure;no
36;technician;married;tertiary;no;60;no;no;cellular;19;aug;209;2;-1;0;unknown;no
39;technician;divorced;secondary;no;902;yes;no;cellular;10;feb;691;2;180;5;failure;yes
33;management;married;unknown;no;18347;yes;no;unknown;23;may;415;1;-1;0;unknown;no
34;blue-collar;single;secondary;no;-72;yes;no;cellular;7;jul;273;5;-1;0;unknown;no
42;management;married;tertiary;no;1205;no;no;telephone;8;sep;376;2;-1;0;unknown;yes
46;technician;married;secondary;no;499;yes;no;cellular;31;jul;37;10;-1;0;unknown;no
32;management;single;tertiary;no;656;yes;yes;cellular;20;apr;148;2;-1;0;unknown;no
27;services;married;secondary;no;100;no;no;cellular;16;jul;57;2;-1;0;unknown;no
35;technician;divorced;secondary;no;69;yes;no;unknown;8;may;461;3;-1;0;unknown;no
53;technician;married;unknown;no;619;no;no;unknown;17;jun;198;6;-1;0;unknown;no
29;services;single;secondary;no;192;no;no;cellular;30;jan;327;4;-1;0;unknown;no
35;management;single;tertiary;no;0;no;no;cellular;29;aug;669;6;-1;0;unknown;no
49;management;married;tertiary;no;87;no;no;cellular;29;jan;165;1;-1;0;unknown;no
58;management;married;tertiary;no;3228;no;no;cellular;19;aug;58;2;-1;0;unknown;no
40;management;single;tertiary;no;1361;no;no;cellular;29;jan;1473;1;-1;0;unknown;yes
19;student;single;unknown;no;0;no;no;cellular;11;feb;123;3;-1;0;unknown;no
30;student;single;tertiary;no;34;yes;no;unknown;6;may;289;1;-1;0;unknown;no
34;technician;single;secondary;no;318;no;yes;cellular;25;jul;239;5;-1;0;unknown;no
60;retired;married;secondary;no;197;no;no;cellular;7;oct;1386;1;-1;0;unknown;no
28;student;single;tertiary;no;0;no;no;cellular;28;sep;294;2;105;7;other;yes
46;management;married;tertiary;no;273;yes;no;cellular;18;mar;910;2;184;4;success;yes
49;blue-collar;divorced;primary;no;15;yes;no;unknown;27;may;550;7;-1;0;unknown;no
59;management;divorced;tertiary;no;7813;yes;no;cellular;21;nov;75;1;-1;0;unknown;no
44;technician;single;secondary;no;-27;yes;yes;unknown;14;may;100;3;-1;0;unknown;no
33;technician;married;tertiary;no;75;no;no;cellular;21;jul;204;4;-1;0;unknown;no
54;retired;married;secondary;no;1139;yes;no;cellular;14;may;155;1;177;7;failure;no
26;blue-collar;married;secondary;no;115;yes;no;unknown;4;jul;46;3;-1;0;unknown;no
54;blue-collar;married;secondary;no;0;no;no;telephone;16;apr;1366;1;150;1;failure;no
48;housemaid;married;primary;no;7195;no;no;cellular;21;nov;609;2;-1;0;unknown;yes
30;services;single;tertiary;no;-477;no;yes;cellular;21;aug;1532;2;-1;0;unknown;yes
29;management;single;tertiary;no;1026;no;no;cellular;12;nov;226;1;92;1;other;yes
51;entrepreneur;married;tertiary;no;3921;yes;no;cellular;5;may;168;1;-1;0;unknown;no
53;unemployed;married;primary;no;980;yes;no;cellular;3;dec;352;1;-1;0;unknown;yes
43;blue-collar;married;secondary;no;-179;yes;no;cellular;30;jul;335;6;-1;0;unknown;no
34;admin.;married;tertiary;no;2552;yes;yes;cellular;25;sep;74;1;-1;0;unknown;no
40;entrepreneur;married;tertiary;no;1729;yes;no;cellular;12;may;85;1;-1;0;unknown;no
43;technician;married;secondary;no;434;yes;no;unknown;5;may;117;1;-1;0;unknown;no
33;admin.;single;secondary;no;-300;yes;yes;cellular;25;jul;184;1;-1;0;unknown;no
66;retired;married;secondary;no;4785;no;no;cellular;13;aug;72;3;-1;0;unknown;no
44;technician;divorced;secondary;no;-329;yes;no;unknown;7;may;171;1;-1;0;unknown;no
33;services;married;secondary;no;0;yes;no;telephone;22;jul;44;8;-1;0;unknown;no
31;technician;single;secondary;no;391;no;no;cellular;13;aug;336;2;-1;0;unknown;no
71;retired;married;primary;no;4657;no;no;cellular;16;feb;93;5;-1;0;unknown;yes
22;student;single;primary;no;3472;no;no;cellular;20;oct;332;1;183;3;failure;yes
46;unemployed;single;tertiary;no;705;no;no;cellular;4;feb;398;1;-1;0;unknown;no
32;services;married;secondary;no;255;yes;yes;unknown;21;may;86;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;4365;no;yes;cellular;9;feb;45;2;-1;0;unknown;no
32;management;married;secondary;no;350;yes;no;unknown;28;may;110;2;-1;0;unknown;no
49;blue-collar;married;primary;no;474;yes;yes;telephone;9;feb;152;3;221;1;failure;no
27;technician;single;secondary;no;489;yes;no;cellular;30;jul;356;4;-1;0;unknown;yes
46;entrepreneur;married;secondary;no;757;no;no;unknown;16;jun;382;3;-1;0;unknown;no
37;management;single;tertiary;no;695;no;no;cellular;28;jan;233;1;-1;0;unknown;no
30;unemployed;single;secondary;yes;-770;yes;no;unknown;28;may;87;1;-1;0;unknown;no
44;self-employed;divorced;secondary;no;80;yes;yes;unknown;14;may;387;2;-1;0;unknown;no
45;technician;married;secondary;no;315;yes;no;cellular;30;jun;103;1;-1;0;unknown;no
27;student;single;secondary;no;213;no;no;cellular;27;mar;378;1;-1;0;unknown;yes
57;housemaid;married;primary;no;0;no;no;unknown;9;jun;257;2;-1;0;unknown;no
66;management;married;tertiary;no;2169;no;no;cellular;7;jul;282;1;-1;0;unknown;no
40;admin.;divorced;secondary;no;212;no;no;unknown;7;jan;176;1;-1;0;unknown;no
48;blue-collar;married;secondary;no;333;yes;no;cellular;14;may;24;6;-1;0;unknown;no
33;blue-collar;single;secondary;no;4404;yes;no;cellular;20;nov;766;3;-1;0;unknown;no
42;services;divorced;secondary;no;257;yes;no;cellular;12;may;955;2;-1;0;unknown;yes
47;unemployed;married;secondary;no;3188;yes;no;cellular;3;feb;426;3;-1;0;unknown;no
27;technician;single;tertiary;no;3083;yes;no;unknown;29;may;244;2;-1;0;unknown;no
78;retired;married;tertiary;no;226;no;no;telephone;6;nov;136;1;-1;0;unknown;no
50;services;married;primary;no;1260;no;no;cellular;18;nov;172;1;-1;0;unknown;no
46;entrepreneur;single;tertiary;no;1410;yes;no;cellular;19;nov;93;1;189;8;failure;no
41;admin.;divorced;secondary;no;6046;yes;yes;telephone;15;mar;300;6;182;2;success;yes
36;admin.;single;tertiary;no;980;no;no;cellular;11;nov;118;4;104;7;failure;no
49;retired;married;primary;no;-37;no;no;unknown;4;jul;191;2;-1;0;unknown;no
46;management;divorced;tertiary;no;-154;yes;yes;unknown;27;may;107;2;-1;0;unknown;no
77;retired;married;primary;no;680;no;no;telephone;24;feb;513;2;89;7;failure;no
30;technician;single;tertiary;no;799;yes;yes;unknown;6;jun;91;18;-1;0;unknown;no
43;management;single;secondary;yes;-1164;yes;yes;cellular;18;jul;76;4;-1;0;unknown;no
44;blue-collar;married;secondary;no;2523;yes;no;unknown;29;may;1236;2;-1;0;unknown;no
40;blue-collar;married;primary;no;98;yes;no;unknown;2;jun;193;5;-1;0;unknown;no
38;blue-collar;married;primary;no;3419;yes;no;unknown;20;jun;324;5;-1;0;unknown;no
25;unemployed;single;tertiary;no;343;no;no;cellular;1;jun;377;1;-1;0;unknown;yes
49;management;married;tertiary;no;852;yes;no;cellular;20;nov;408;1;-1;0;unknown;no
33;blue-collar;married;primary;no;50;yes;no;cellular;7;may;246;2;-1;0;unknown;no
40;management;single;tertiary;no;0;no;no;cellular;26;aug;58;7;-1;0;unknown;no
44;blue-collar;married;primary;no;10;yes;no;cellular;17;jul;196;1;-1;0;unknown;no
32;blue-collar;married;secondary;no;950;yes;yes;cellular;20;apr;219;4;-1;0;unknown;no
52;management;married;tertiary;no;0;yes;no;cellular;9;jul;197;1;-1;0;unknown;no
35;management;married;tertiary;no;175;yes;no;cellular;7;aug;257;2;-1;0;unknown;no
35;technician;married;secondary;no;-259;yes;no;cellular;29;jan;381;1;247;2;failure;no
32;management;married;secondary;no;6217;yes;yes;unknown;21;may;486;2;-1;0;unknown;no
42;technician;married;secondary;no;-1310;yes;yes;unknown;28;may;162;1;-1;0;unknown;no
59;blue-collar;married;unknown;no;139;no;no;unknown;5;jun;153;1;-1;0;unknown;no
44;technician;single;secondary;no;7138;no;no;cellular;8;aug;809;2;-1;0;unknown;yes
50;admin.;divorced;secondary;no;1111;yes;no;cellular;17;apr;50;1;-1;0;unknown;no
27;blue-collar;single;secondary;no;113;no;no;cellular;22;jul;39;17;-1;0;unknown;no
55;management;divorced;tertiary;no;-612;no;no;cellular;26;aug;131;2;-1;0;unknown;no
54;blue-collar;married;unknown;no;310;yes;no;telephone;28;jan;526;4;258;3;other;no
31;unemployed;single;secondary;no;-186;yes;no;unknown;26;may;172;3;-1;0;unknown;no
56;admin.;married;unknown;no;2038;no;no;cellular;8;feb;405;1;305;1;success;no
51;self-employed;married;tertiary;no;833;no;no;cellular;31;jul;77;3;-1;0;unknown;no
61;blue-collar;married;primary;no;625;yes;no;unknown;19;may;158;2;-1;0;unknown;no
34;technician;single;secondary;no;105;yes;no;cellular;7;may;146;2;171;3;failure;no
56;blue-collar;married;primary;no;551;no;no;unknown;29;may;27;1;-1;0;unknown;no
29;student;single;unknown;no;145;no;no;cellular;14;aug;105;1;-1;0;unknown;no
34;management;single;tertiary;no;618;yes;no;unknown;3;jun;119;4;-1;0;unknown;no
35;services;single;secondary;no;1063;yes;yes;cellular;16;apr;327;1;-1;0;unknown;no
56;admin.;divorced;secondary;no;985;no;yes;cellular;18;aug;150;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;2926;yes;yes;cellular;19;nov;482;3;120;2;failure;no
31;admin.;single;secondary;no;-449;yes;no;unknown;28;may;81;2;-1;0;unknown;no
37;entrepreneur;divorced;tertiary;no;66;no;no;cellular;18;nov;1164;2;-1;0;unknown;yes
43;admin.;married;secondary;no;0;yes;no;cellular;17;jul;674;3;-1;0;unknown;no
40;management;married;unknown;no;419;yes;no;cellular;10;jul;347;1;-1;0;unknown;no
44;management;married;primary;no;4758;yes;no;cellular;22;jul;712;6;-1;0;unknown;yes
38;admin.;single;secondary;no;-23;no;no;cellular;20;nov;48;2;-1;0;unknown;no
58;management;divorced;tertiary;no;1573;yes;yes;cellular;17;nov;279;1;-1;0;unknown;no
24;blue-collar;single;secondary;no;77;yes;no;unknown;16;may;236;2;-1;0;unknown;no
53;services;married;secondary;no;1378;yes;no;cellular;18;jul;91;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;-73;yes;yes;cellular;18;may;15;8;-1;0;unknown;no
28;blue-collar;married;primary;no;60;yes;no;cellular;6;may;161;1;337;1;failure;no
45;blue-collar;married;primary;no;137;yes;yes;unknown;16;may;187;19;-1;0;unknown;no
32;admin.;single;tertiary;no;1583;yes;no;cellular;19;nov;100;1;182;1;failure;no
46;admin.;married;secondary;no;-121;yes;yes;cellular;8;jul;214;4;-1;0;unknown;no
28;blue-collar;single;secondary;no;1065;yes;yes;cellular;17;apr;406;1;317;1;failure;no
51;unemployed;married;secondary;no;-13;yes;no;cellular;13;may;361;1;364;1;failure;no
51;blue-collar;married;primary;no;1869;no;no;unknown;17;jun;30;3;-1;0;unknown;no
30;technician;single;secondary;no;4787;yes;no;unknown;4;jun;99;2;-1;0;unknown;no
39;technician;married;secondary;yes;-183;yes;no;unknown;14;may;202;2;-1;0;unknown;no
28;blue-collar;married;primary;no;702;yes;no;unknown;26;jun;318;2;-1;0;unknown;no
31;management;single;tertiary;no;1494;no;no;cellular;13;aug;275;12;-1;0;unknown;no
31;blue-collar;married;primary;no;0;yes;yes;unknown;12;may;59;4;-1;0;unknown;no
38;management;married;tertiary;no;46;no;no;cellular;29;aug;70;4;-1;0;unknown;no
31;blue-collar;single;secondary;no;609;yes;no;cellular;14;apr;1126;1;335;1;failure;no
74;retired;divorced;secondary;no;4079;no;no;cellular;19;oct;343;3;-1;0;unknown;yes
40;management;single;tertiary;no;0;yes;no;cellular;23;feb;228;2;182;6;failure;yes
43;technician;married;secondary;no;7876;yes;no;cellular;11;aug;209;2;-1;0;unknown;no
34;technician;single;tertiary;no;925;yes;no;cellular;13;apr;709;1;-1;0;unknown;yes
54;management;divorced;tertiary;no;7010;no;no;cellular;11;mar;275;2;-1;0;unknown;no
51;blue-collar;married;primary;no;42;yes;no;cellular;12;may;51;2;342;3;failure;no
33;blue-collar;married;secondary;no;285;no;yes;unknown;3;jul;267;1;-1;0;unknown;no
41;technician;married;tertiary;no;0;no;no;unknown;20;jun;95;1;-1;0;unknown;no
33;management;single;tertiary;no;3170;no;no;cellular;28;oct;246;2;-1;0;unknown;no
48;admin.;married;secondary;no;8;no;yes;cellular;7;jul;46;1;-1;0;unknown;no
42;self-employed;divorced;tertiary;no;216;yes;no;cellular;8;may;144;3;-1;0;unknown;no
35;management;single;tertiary;no;2975;no;no;cellular;8;aug;249;2;-1;0;unknown;no
25;admin.;married;secondary;no;894;yes;no;unknown;28;may;328;1;-1;0;unknown;no
38;blue-collar;single;primary;no;490;yes;yes;unknown;25;aug;17;1;-1;0;unknown;no
45;entrepreneur;married;secondary;no;245;yes;no;unknown;14;may;126;3;-1;0;unknown;no
59;management;divorced;tertiary;no;0;yes;no;cellular;31;jul;52;8;-1;0;unknown;no
47;management;married;unknown;no;150;no;no;unknown;9;jun;52;1;-1;0;unknown;no
33;management;married;tertiary;no;4;yes;no;cellular;16;jul;285;5;-1;0;unknown;no
59;management;married;primary;no;1727;no;no;telephone;25;may;500;4;358;2;failure;yes
41;blue-collar;divorced;primary;no;664;no;yes;cellular;15;jul;955;5;-1;0;unknown;yes
42;technician;married;secondary;no;473;yes;no;cellular;7;jul;216;5;-1;0;unknown;no
51;technician;divorced;tertiary;no;0;no;no;cellular;28;aug;84;7;-1;0;unknown;no
